NombrePlan,ModalidadAtencion,TipoPlan,AmplitudCobertura,PrestacionesRestringidas,Comercializacion,ValorPlan,Copago,Modalidad,GrupoSocioeconomico,GrupoObjetivo,RegionComercializacion,FechaInicioPlan,FechaInfo,CodigoPlan,CodigoIsapre,LineaPlan,Ajusteanual,ModalidadTope,Topeanual,Cobertura parto,Cobertura honorarios,Cobertura copago,ValorCLP,%Cotizacion,Sobre7,ano_mes_inicio,tipo_valor
ALPHA_BER700,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,2345,En Comercialización,0.0,NO TIENE COPAGO FIJO,7%,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2016-05-01,2020-07-01,BER700,76,PROFESOR,0.0,UF,1220.0,True,True,False,0.0,0.0,False,2016-05,económico
OMEGA_CSMF01,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.72,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF01,76,SANTA MARIA,0.0,UF,1750.0,True,True,False,63640.0,0.06364,False,2015-07,económico
OMEGA_CSMF02,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.02,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF02,76,SANTA MARIA,0.0,UF,1820.0,True,True,False,74740.0,0.07474,True,2015-07,económico
OMEGA_CSMF03,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.06,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF03,76,SANTA MARIA,0.0,UF,1900.0,True,True,False,76220.0,0.07622,True,2015-07,económico
OMEGA_CSMF04,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.01,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF04,76,SANTA MARIA,0.0,UF,1950.0,True,True,False,74369.99999999999,0.07436999999999999,True,2015-07,económico
OMEGA_CSMF05,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.28,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF05,76,SANTA MARIA,0.0,UF,2000.0,True,True,False,84360.0,0.08436,True,2015-07,económico
OMEGA_CSMF06,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.05,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF06,76,SANTA MARIA,0.0,UF,2100.0,True,True,False,75850.0,0.07585,True,2015-07,económico
OMEGA_CSMF07,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.18,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF07,76,SANTA MARIA,0.0,UF,2120.0,True,True,False,80660.0,0.08066,True,2015-07,económico
OMEGA_CSMF08,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.64,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF08,76,SANTA MARIA,0.0,UF,2160.0,True,True,False,97680.0,0.09768,True,2015-07,caro
OMEGA_CSMF09,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.29,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF09,76,SANTA MARIA,0.0,UF,2250.0,True,True,False,84730.0,0.08473,True,2015-07,económico
OMEGA_CSMF10,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.35,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMF10,76,SANTA MARIA,0.0,UF,2300.0,True,True,False,86950.0,0.08695,True,2015-07,económico
ALPHA_CSMP01,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.27,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP01,76,SANTA MARIA,0.0,UF,1750.0,True,True,False,46990.0,0.04699,False,2015-07,económico
ALPHA_CSMP01-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.25,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP01-2,76,SANTA MARIA,0.0,UF,1580.0,True,True,False,46250.0,0.04625,False,2015-07,económico
ALPHA_CSMP02,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.28,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP02,76,SANTA MARIA,0.0,UF,1820.0,True,True,False,47360.0,0.04736,False,2015-07,económico
ALPHA_CSMP02-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.32,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP02-2,76,SANTA MARIA,0.0,UF,1640.0,True,True,False,48840.0,0.04884,False,2015-07,económico
ALPHA_CSMP03,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.45,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP03,76,SANTA MARIA,0.0,UF,1900.0,True,True,False,53650.0,0.05365,False,2015-07,económico
ALPHA_CSMP04,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.5,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP04,76,SANTA MARIA,0.0,UF,1950.0,True,True,False,55500.0,0.0555,False,2015-07,económico
ALPHA_CSMP04-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.59,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP04-2,76,SANTA MARIA,0.0,UF,1760.0,True,True,False,58830.0,0.05883,False,2015-07,económico
ALPHA_CSMP05,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.52,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP05,76,SANTA MARIA,0.0,UF,2000.0,True,True,False,56240.0,0.05624,False,2015-07,económico
ALPHA_CSMP06,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.74,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP06,76,SANTA MARIA,0.0,UF,2100.0,True,True,False,64380.0,0.06438,False,2015-07,económico
ALPHA_CSMP06-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.63,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP06-2,76,SANTA MARIA,0.0,UF,1890.0,True,True,False,60309.99999999999,0.060309999999999996,False,2015-07,económico
ALPHA_CSMP07,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.83,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP07,76,SANTA MARIA,0.0,UF,2120.0,True,True,False,67710.0,0.06771,False,2015-07,económico
ALPHA_CSMP07-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.76,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP07-2,76,SANTA MARIA,0.0,UF,1910.0,True,True,False,65120.0,0.06512,False,2015-07,económico
ALPHA_CSMP08-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.76,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP08-2,76,SANTA MARIA,0.0,UF,1940.0,True,True,False,65120.0,0.06512,False,2015-07,económico
ALPHA_CSMP09,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.82,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP09,76,SANTA MARIA,0.0,UF,2250.0,True,True,False,67340.0,0.06734,False,2015-07,económico
ALPHA_CSMP09-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.82,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP09-2,76,SANTA MARIA,0.0,UF,2030.0,True,True,False,67340.0,0.06734,False,2015-07,económico
ALPHA CSMP10-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.97,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-07-01,2020-07-01,CSMP10-2,76,SANTA MARIA,0.0,UF,2070.0,True,True,False,72890.0,0.07289,True,2015-07,económico
ALPHA_CSMR01,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.44,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR01,76,SANTA MARIA,0.0,UF,1750.0,True,True,False,53280.0,0.05328,False,2015-07,económico
ALPHA_CSMR01-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.4,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR01-2,76,SANTA MARIA,0.0,UF,1580.0,True,True,False,51800.0,0.0518,False,2015-07,económico
ALPHA_CSMR02-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.47,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR02-2,76,SANTA MARIA,0.0,UF,1640.0,True,True,False,54390.0,0.05439,False,2015-07,económico
ALPHA_CSMR03,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.54,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR03,76,SANTA MARIA,0.0,UF,1900.0,True,True,False,56980.0,0.05698,False,2015-07,económico
ALPHA_CSMR03-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.68,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR03-2,76,SANTA MARIA,0.0,UF,1710.0,True,True,False,62160.0,0.06216,False,2015-07,económico
ALPHA_CSMR04-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.68,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR04-2,76,SANTA MARIA,0.0,UF,1760.0,True,True,False,62160.0,0.06216,False,2015-07,económico
ALPHA_CSMR05,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.91,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR05,76,SANTA MARIA,0.0,UF,2000.0,True,True,False,70670.0,0.07067,True,2015-07,económico
ALPHA_CSMR07,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.05,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR07,76,SANTA MARIA,0.0,UF,2120.0,True,True,False,75850.0,0.07585,True,2015-07,económico
ALPHA_CSMR10,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.35,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR10,76,SANTA MARIA,0.0,UF,2300.0,True,True,False,86950.0,0.08695,True,2015-07,económico
ALPHA_CSMR10-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,2.22,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-07-01,2020-07-01,CSMR10-2,76,SANTA MARIA,0.0,UF,2070.0,True,True,False,82140.0,0.08214,True,2015-07,económico
ALPHA D-BEA300,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,2345,En Comercialización,1.5,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2020-04-01,2020-07-01,D-BEA300,76,DAVILA,0.0,UF,1350.0,True,True,False,55500.0,0.0555,False,2020-04,económico
ALPHA D-BEA350,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,2345,En Comercialización,1.83,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2020-04-01,2020-07-01,D-BEA350,76,DAVILA,0.0,UF,1520.0,True,True,False,67710.0,0.06771,False,2020-04,económico
OMEGA D-BEF300,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,2345,En Comercialización,1.82,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2020-04-01,2020-07-01,D-BEF300,76,DAVILA,0.0,UF,1500.0,True,True,False,67340.0,0.06734,False,2020-04,económico
OMEGA D-BEF350,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,2345,En Comercialización,1.9,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2020-04-01,2020-07-01,D-BEF350,76,DAVILA,0.0,UF,1690.0,True,True,False,70300.0,0.0703,True,2020-04,económico
ALPHA D-BER300,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,2345,En Comercialización,1.72,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2020-04-01,2020-07-01,D-BER300,76,DAVILA,0.0,UF,1350.0,True,True,False,63640.0,0.06364,False,2020-04,económico
ALPHA D-BER350,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,2345,En Comercialización,2.09,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2020-04-01,2020-07-01,D-BER350,76,DAVILA,0.0,UF,1520.0,True,True,False,77330.0,0.07733,True,2020-04,económico
MISTRAL,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,0.0,NO TIENE COPAGO FIJO,7%,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA0,76,Z,0.0,UF,1000.0,True,True,False,0.0,0.0,False,2004-03,económico
MISTRAL - A,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,0.0,NO TIENE COPAGO FIJO,7%,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2012-06-01,2020-07-01,FBA0-A,76,Z,0.0,UF,1000.0,True,True,False,0.0,0.0,False,2012-06,económico
MISTRAL 1000,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.39,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA10,76,Z,0.0,UF,1900.0,True,True,False,88430.0,0.08843,True,2004-03,económico
MISTRAL 1000-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.39,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA10-1,76,Z,0.0,UF,1900.0,True,True,False,88430.0,0.08843,True,2007-04,económico
MISTRAL 1100,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.47,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA11,76,Z,0.0,UF,2000.0,True,True,False,91390.0,0.09139,True,2004-03,económico
MISTRAL 1100-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.47,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA11-1,76,Z,0.0,UF,2000.0,True,True,False,91390.0,0.09139,True,2007-04,económico
MISTRAL 1200,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,3.13,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA12,76,Z,0.0,UF,2100.0,True,True,False,115810.0,0.11581,True,2004-03,caro
MISTRAL 1300,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,3.17,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA13,76,Z,0.0,UF,2200.0,True,True,False,117290.0,0.11729,True,2004-03,caro
MISTRAL 1500,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,3.93,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA15,76,Z,0.0,UF,2400.0,True,True,False,145410.0,0.14541,True,2004-03,caro
MISTRAL 1600,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,4.21,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA16,76,Z,0.0,UF,2500.0,True,True,False,155770.0,0.15577,True,2004-03,caro
MISTRAL 1700,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,4.59,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA17,76,Z,0.0,UF,2600.0,True,True,False,169830.0,0.16983,True,2004-03,caro
MISTRAL 200,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.11,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA2,76,Z,0.0,UF,1100.0,True,True,False,41070.0,0.04107,False,2004-03,económico
MISTRAL 200-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.11,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA2-1,76,Z,0.0,UF,1100.0,True,True,False,41070.0,0.04107,False,2007-04,económico
MISTRAL 300,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.22,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA3,76,Z,0.0,UF,1200.0,True,True,False,45140.0,0.04514,False,2004-03,económico
MISTRAL 300-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.26,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA3-1,76,Z,0.0,UF,1200.0,True,True,False,46620.0,0.04662,False,2007-04,económico
MISTRAL 400,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.39,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA4,76,Z,0.0,UF,1300.0,True,True,False,51430.0,0.05143,False,2004-03,económico
MISTRAL 400-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.35,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA4-1,76,Z,0.0,UF,1300.0,True,True,False,49950.0,0.04995,False,2007-04,económico
MISTRAL 500,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.51,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA5,76,Z,0.0,UF,1400.0,True,True,False,55870.0,0.05587,False,2004-03,económico
MISTRAL 500-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.39,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA5-1,76,Z,0.0,UF,1400.0,True,True,False,51430.0,0.05143,False,2007-04,económico
MISTRAL 600,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.62,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA6,76,Z,0.0,UF,1500.0,True,True,False,59940.00000000001,0.05994000000000001,False,2004-03,económico
MISTRAL 600-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.67,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA6-1,76,Z,0.0,UF,1500.0,True,True,False,61790.0,0.06179,False,2007-04,económico
MISTRAL 700,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.74,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2004-03-01,2020-07-01,FBA7,76,Z,0.0,UF,1600.0,True,True,False,64380.0,0.06438,False,2004-03,económico
MISTRAL 700-1,LIBRE ELECCIÓN,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.74,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2007-04-01,2020-07-01,FBA7-1,76,Z,0.0,UF,1600.0,True,True,False,64380.0,0.06438,False,2007-04,económico
